adress,info,price,district,date,street,dom,clean,rooms,m2,floor,max_floors,rubm2
"Турбинная, 259","1-к квартира, 32 м², 4/5 эт.",1350000,р-н Кировский,24 июня 19:04,Турбинная,259,Турбинная 259,1,32.0,4,5,42187.5
" Куйбышева, 47","1-к квартира, 36 м², 2/5 эт.",770000,р-н Красноармейский,24 июня 19:00,Куйбышева,47,Куйбышева 47,1,36.0,2,5,21388.88888888889
" Ангарский, Полины Осипенко, 4","1-к квартира, 32 м², 1/3 эт.",1670000,р-н Дзержинский,24 июня 19:02,Полины Осипенко,4,Полины Осипенко 4,1,32.0,1,3,52187.5
" Курчатова, 10А","1-к квартира, 36 м², 1/5 эт.",1450000,р-н Кировский,24 июня 18:55,Курчатова,10,Курчатова 10,1,36.0,1,5,40277.77777777778
"Невская, 6","1-к квартира, 32.5 м², 8/9 эт.",2160000,р-н Центральный,24 июня 19:02,Невская,6,Невская 6,1,32.5,8,9,66461.53846153847
"Родниковая, 18","1-к квартира, 34.6 м², 2/10 эт.",1870000,р-н Советский,24 июня 19:02,Родниковая,18,Родниковая 18,1,34.6,2,10,54046.24277456647
" 51 Гвардейской дивизии, 34","1-к квартира, 35.5 м², 1/9 эт.",1790000,р-н Дзержинский,24 июня 19:02,51 Гвардейской дивизии,34,51 Гвардейской дивизии 34,1,35.5,1,9,50422.535211267605
" Пархоменко, 66","1-к квартира, 32.2 м², 3/5 эт.",2370000,р-н Центральный,24 июня 19:02,Пархоменко,66,Пархоменко 66,1,32.2,3,5,73602.48447204968
" В.И. Ленина, 25","1-к квартира, 43.2 м², 3/7 эт.",2850000,р-н Центральный,24 июня 19:02,В.И. Ленина,25,В.И. Ленина 25,1,43.2,3,7,65972.22222222222
"Логовская, 2","1-к квартира, 33.3 м², 4/5 эт.",1300000,р-н Советский,24 июня 19:02,Логовская,2,Логовская 2,1,33.3,4,5,39039.039039039046
"б-р Энгельса, 14","1-к квартира, 38.8 м², 7/9 эт.",2040000,р-н Красноармейский,24 июня 17:53,б-р Энгельса,14,б-р Энгельса 14,1,38.8,7,9,52577.31958762887
" 19 Партсъезда, Банный, 6","1-к квартира, 30.2 м², 2/2 эт.",740000,р-н Красноармейский,24 июня 19:02,Банный,6,Банный 6,1,30.2,2,2,24503.311258278147
"пр-кт маршала Жукова, 100","1-к квартира, 48.3 м², 8/12 эт.",3630000,р-н Дзержинский,24 июня 19:02,пр-кт маршала Жукова,100,пр-кт маршала Жукова 100,1,48.3,8,12,75155.2795031056
"Геленджикская, 10","1-к квартира, 31.7 м², 1/2 эт.",1280000,р-н Краснооктябрьский,24 июня 17:53,Геленджикская,10,Геленджикская 10,1,31.7,1,2,40378.54889589905
"пр-кт В.И. Ленина, 72А","1-к квартира, 45.5 м², 1/9 эт.",2690000,р-н Центральный,24 июня 18:43,пр-кт В.И. Ленина,72,пр-кт В.И. Ленина 72,1,45.5,1,9,59120.87912087912
"микрорайон Жилгородок, Танкистов, 3","1-к квартира, 38 м², 9/9 эт.",1660000,р-н Дзержинский,24 июня 16:59,Танкистов,3,Танкистов 3,1,38.0,9,9,43684.21052631579
" ГЭС, Героев Шипки, 27А","1-к квартира, 38 м², 4/9 эт.",1660000,р-н Тракторозаводский,24 июня 17:05,Героев Шипки,27,Героев Шипки 27,1,38.0,4,9,43684.21052631579
"район Семь Ветров, Константина Симонова, 36","1-к квартира, 27.2 м², 3/9 эт.",1700000,р-н Дзержинский,24 июня 17:05,Константина Симонова,36,Константина Симонова 36,1,27.2,3,9,62500.0
"Инициативная, 7","1-к квартира, 37 м², 1/3 эт.",1400000,р-н Краснооктябрьский,24 июня 17:06,Инициативная,7,Инициативная 7,1,37.0,1,3,37837.83783783784
" Ангарский, Жирновская, 13","1-к квартира, 22 м², 5/5 эт.",1300000,р-н Дзержинский,24 июня 16:47,Жирновская,13,Жирновская 13,1,22.0,5,5,59090.90909090909
"Московская, 31","1-к квартира, 27.6 м², 2/2 эт.",1270000,р-н Дзержинский,24 июня 17:06,Московская,31,Московская 31,1,27.6,2,2,46014.492753623184
" Николая Отрады, 4А","1-к квартира, 53 м², 2/13 эт.",2850000,р-н Тракторозаводский,24 июня 17:53,Николая Отрады,4,Николая Отрады 4,1,53.0,2,13,53773.58490566038
"Московская, 15","1-к квартира, 29.2 м², 1/2 эт.",1370000,р-н Дзержинский,24 июня 17:05,Московская,15,Московская 15,1,29.2,1,2,46917.808219178085
" Луговского, 1","1-к квартира, 38.5 м², 11/14 эт.",1770000,р-н Тракторозаводский,24 июня 17:06,Луговского,1,Луговского 1,1,38.5,11,14,45974.02597402597
"Гремячинская, 12","1-к квартира, 28.8 м², 1/5 эт.",1050000,р-н Красноармейский,24 июня 17:05,Гремячинская,12,Гремячинская 12,1,28.8,1,5,36458.333333333336
"Советский район, Горьковский, Волгоградская, 13","1-к квартира, 39.1 м², 2/5 эт.",1500000,р-н Советский,24 июня 17:06,Волгоградская,13,Волгоградская 13,1,39.1,2,5,38363.17135549872
"микрорайон Жилгородок, Колпинская, 3","1-к квартира, 32 м², 5/5 эт.",1340000,р-н Дзержинский,24 июня 17:05,Колпинская,3,Колпинская 3,1,32.0,5,5,41875.0
" маршала Чуйкова, 3","1-к квартира, 42.1 м², 2/6 эт.",3070000,р-н Центральный,24 июня 17:03,маршала Чуйкова,3,маршала Чуйкова 3,1,42.1,2,6,72921.61520190023
" 51 Гвардейской дивизии, 27","1-к квартира, 35 м², 3/5 эт.",1490000,р-н Дзержинский,24 июня 16:01,51 Гвардейской дивизии,27,51 Гвардейской дивизии 27,1,35.0,3,5,42571.42857142857
" Хиросимы, 4","1-к квартира, 51.5 м², 3/12 эт.",3000000,р-н Центральный,24 июня 17:05,Хиросимы,4,Хиросимы 4,1,51.5,3,12,58252.42718446602
"железнодожная станция Чапурники, Микрорайон, 6","1-к квартира, 36 м², 1/2 эт.",750000,,24 июня 15:34,Микрорайон,6,Микрорайон 6,1,36.0,1,2,20833.333333333332
"Пятиморская, 39","1-к квартира, 34.8 м², 5/5 эт.",1250000,р-н Красноармейский,24 июня 16:37,Пятиморская,39,Пятиморская 39,1,34.8,5,5,35919.54022988506
"Советский, 13","1-к квартира, 38.7 м², 15/18 эт.",1720000,р-н Кировский,24 июня 17:53,Советский,13,Советский 13,1,38.7,15,18,44444.44444444444
" Ангарский, РимскогоКорсакова, 6","1-к квартира, 32 м², 5/5 эт.",1450000,р-н Дзержинский,24 июня 15:48,РимскогоКорсакова,6,РимскогоКорсакова 6,1,32.0,5,5,45312.5
"Невская, 16","1-к квартира, 32.2 м², 1/9 эт.",1830000,р-н Центральный,24 июня 15:23,Невская,16,Невская 16,1,32.2,1,9,56832.29813664596
" Лячина, 3","1-к квартира, 32 м², 3/10 эт.",1670000,р-н Кировский,24 июня 16:09,Лячина,3,Лячина 3,1,32.0,3,10,52187.5
" Писемского, 91","1-к квартира, 30.8 м², 2/5 эт.",1100000,р-н Кировский,24 июня 16:09,Писемского,91,Писемского 91,1,30.8,2,5,35714.28571428571
" Германа Титова, 8","1-к квартира, 32 м², 3/5 эт.",1400000,р-н Краснооктябрьский,24 июня 15:29,Германа Титова,8,Германа Титова 8,1,32.0,3,5,43750.0
"пр-кт В.И. Ленина, 23","1-к квартира, 41 м², 4/6 эт.",2900000,р-н Центральный,24 июня 16:09,пр-кт В.И. Ленина,23,пр-кт В.И. Ленина 23,1,41.0,4,6,70731.70731707317
"Зерноградская, 8","1-к квартира, 30.6 м², 5/5 эт.",1160000,р-н Красноармейский,24 июня 16:09,Зерноградская,8,Зерноградская 8,1,30.6,5,5,37908.49673202614
"Колосовая, 6","1-к квартира, 34.5 м², 15/16 эт.",1600000,р-н Кировский,24 июня 16:09,Колосовая,6,Колосовая 6,1,34.5,15,16,46376.811594202896
" Ивановского, 12","1-к квартира, 36 м², 5/9 эт.",2099000,р-н Советский,24 июня 15:47,Ивановского,12,Ивановского 12,1,36.0,5,9,58305.555555555555
"Гражданская, 34","1-к квартира, 33.8 м², 2/9 эт.",1539992,р-н Красноармейский,24 июня 16:09,Гражданская,34,Гражданская 34,1,33.8,2,9,45561.89349112426
"пр-кт Героев Сталинграда, 18","1-к квартира, 28.8 м², 2/5 эт.",1290000,р-н Красноармейский,24 июня 16:09,пр-кт Героев Сталинграда,18,пр-кт Героев Сталинграда 18,1,28.8,2,5,44791.666666666664
" Канунникова, 5","1-к квартира, 30 м², 2/5 эт.",1990000,р-н Ворошиловский,,Канунникова,5,Канунникова 5,1,30.0,2,5,66333.33333333333
" Покрышкина, 11","1-к квартира, 53 м², 15/17 эт.",3750000,р-н Дзержинский,,Покрышкина,11,Покрышкина 11,1,53.0,15,17,70754.71698113208
"Селенгинская, 9","1-к квартира, 45.9 м², 1/10 эт.",3450000,р-н Центральный,,Селенгинская,9,Селенгинская 9,1,45.9,1,10,75163.39869281046
" генерала Шумилова, 22","1-к квартира, 26.1 м², 6/9 эт.",750000,р-н Кировский,24 июня 16:09,генерала Шумилова,22,генерала Шумилова 22,1,26.1,6,9,28735.632183908045
"Невская, 6А","1-к квартира, 33.3 м², 8/9 эт.",2370000,р-н Центральный,24 июня 16:09,Невская,6,Невская 6,1,33.3,8,9,71171.17117117118
"микрорайон Жилгородок, Гейне, 23","1-к квартира, 30 м², 5/5 эт.",1600000,р-н Дзержинский,24 июня 15:29,Гейне,23,Гейне 23,1,30.0,5,5,53333.333333333336
" Грибанова, 12","1-к квартира, 34.5 м², 4/4 эт.",1870000,р-н Советский,,Грибанова,12,Грибанова 12,1,34.5,4,4,54202.89855072464
" Грибанова, 4","1-к квартира, 37.3 м², 1/3 эт.",1790000,р-н Советский,,Грибанова,4,Грибанова 4,1,37.3,1,3,47989.27613941019
"Университетскийпр-кт, 50","1-к квартира, 31.9 м², 4/5 эт.",1400000,р-н Советский,,Университетскийпр-кт,50,Университетскийпр-кт 50,1,31.9,4,5,43887.1473354232
" Хользунова, 30","1-к квартира, 35.6 м², 5/5 эт.",1560000,р-н Краснооктябрьский,24 июня 16:09,Хользунова,30,Хользунова 30,1,35.6,5,5,43820.22471910112
"Козловская, 15","1-к квартира, 33 м², 5/5 эт.",2050000,р-н Ворошиловский,24 июня 14:36,Козловская,15,Козловская 15,1,33.0,5,5,62121.21212121212
"пр-кт маршала Жукова, 98Б","1-к квартира, 38.6 м², 9/16 эт.",1840000,р-н Дзержинский,24 июня 16:09,пр-кт маршала Жукова,98,пр-кт маршала Жукова 98,1,38.6,9,16,47668.39378238342
" Бахтурова, 1","1-к квартира, 30 м², 2/4 эт.",1200000,р-н Красноармейский,24 июня 14:24,Бахтурова,1,Бахтурова 1,1,30.0,2,4,40000.0
